task_id,task_type,domain,prompt,expected_answer,expected_format,risk_level,safety_required,max_latency_ms,max_cost_usd,min_quality_score,allowed_model_classes,evaluation_slice,golden_label,latency_sensitive_flag,cost_sensitive_flag,domain_specialized_flag,created_at,request_id
task_00068,customer_support_response,healthcare,Synthetic healthcare request requiring customer_support_response handling. Use only fabricated business context.,Expected synthetic answer for customer_support_response in healthcare.,markdown,low,False,1600,0.0009,0.65,"[""batch_cheap"", ""canary"", ""code_specialist"", ""domain_finance"", ""domain_healthcare"", ""fallback_safe"", ""general"", ""large_accurate"", ""small_fast""]",healthcare_customer_support_response_low,healthcare:customer_support_response:low,False,True,False,2026-01-15T12:00:00+00:00,request_0068
task_00069,code_assistance,software_engineering,Synthetic software_engineering request requiring code_assistance handling. Use only fabricated business context.,Expected synthetic answer for code_assistance in software_engineering.,markdown,low,False,1600,0.003,0.65,"[""code_specialist"", ""fallback_safe"", ""general"", ""large_accurate""]",software_engineering_code_assistance_low,software_engineering:code_assistance:low,False,False,True,2026-01-15T12:00:00+00:00,request_0069
task_00070,safety_sensitive_answer,healthcare,Synthetic healthcare request requiring safety_sensitive_answer handling. Use only fabricated business context.,Expected synthetic answer for safety_sensitive_answer in healthcare.,markdown,high,True,1600,0.0065,0.86,"[""fallback_safe"", ""large_accurate"", ""safety_guarded""]",healthcare_safety_sensitive_answer_high,healthcare:safety_sensitive_answer:high,False,False,False,2026-01-15T12:00:00+00:00,request_0070
task_00071,batch_low_risk_summary,retail,Synthetic retail request requiring batch_low_risk_summary handling. Use only fabricated business context.,Expected synthetic answer for batch_low_risk_summary in retail.,markdown,low,False,1600,0.0009,0.65,"[""batch_cheap"", ""canary"", ""code_specialist"", ""domain_finance"", ""domain_healthcare"", ""fallback_safe"", ""general"", ""large_accurate"", ""small_fast""]",retail_batch_low_risk_summary_low,retail:batch_low_risk_summary:low,False,True,False,2026-01-15T12:00:00+00:00,request_0071
task_00072,classification,legal,Synthetic legal request requiring classification handling. Use only fabricated business context.,Expected synthetic answer for classification in legal.,json,high,True,1600,0.0065,0.86,"[""fallback_safe"", ""large_accurate"", ""safety_guarded""]",legal_classification_high,legal:classification:high,False,False,False,2026-01-15T12:00:00+00:00,request_0072
task_00073,extraction,software_engineering,Synthetic software_engineering request requiring extraction handling. Use only fabricated business context.,Expected synthetic answer for extraction in software_engineering.,json,low,False,1600,0.003,0.65,"[""batch_cheap"", ""canary"", ""code_specialist"", ""domain_finance"", ""domain_healthcare"", ""fallback_safe"", ""general"", ""large_accurate"", ""small_fast""]",software_engineering_extraction_low,software_engineering:extraction:low,False,False,False,2026-01-15T12:00:00+00:00,request_0073
task_00074,summarization,general_business,Synthetic general_business request requiring summarization handling. Use only fabricated business context.,Expected synthetic answer for summarization in general_business.,markdown,low,False,1600,0.003,0.65,"[""batch_cheap"", ""canary"", ""code_specialist"", ""domain_finance"", ""domain_healthcare"", ""fallback_safe"", ""general"", ""large_accurate"", ""small_fast""]",general_business_summarization_low,general_business:summarization:low,False,False,False,2026-01-15T12:00:00+00:00,request_0074
task_00075,retrieval_qa,finance,Synthetic finance request requiring retrieval_qa handling. Use only fabricated business context.,Expected synthetic answer for retrieval_qa in finance.,markdown,high,True,1600,0.0065,0.86,"[""fallback_safe"", ""large_accurate"", ""safety_guarded""]",finance_retrieval_qa_high,finance:retrieval_qa:high,False,False,False,2026-01-15T12:00:00+00:00,request_0075
task_00076,policy_answering,healthcare,Synthetic healthcare request requiring policy_answering handling. Use only fabricated business context.,Expected synthetic answer for policy_answering in healthcare.,markdown,high,True,1600,0.0065,0.86,"[""fallback_safe"", ""large_accurate"", ""safety_guarded""]",healthcare_policy_answering_high,healthcare:policy_answering:high,False,False,False,2026-01-15T12:00:00+00:00,request_0076
task_00077,fraud_triage,finance,Synthetic finance request requiring fraud_triage handling. Use only fabricated business context.,Expected synthetic answer for fraud_triage in finance.,json,high,True,1600,0.0065,0.86,"[""fallback_safe"", ""large_accurate"", ""safety_guarded""]",finance_fraud_triage_high,finance:fraud_triage:high,False,False,True,2026-01-15T12:00:00+00:00,request_0077
task_00078,healthcare_claim_review,healthcare,Synthetic healthcare request requiring healthcare_claim_review handling. Use only fabricated business context.,Expected synthetic answer for healthcare_claim_review in healthcare.,markdown,high,True,1600,0.0065,0.86,"[""domain_healthcare"", ""fallback_safe"", ""large_accurate"", ""safety_guarded""]",healthcare_healthcare_claim_review_high,healthcare:healthcare_claim_review:high,False,False,True,2026-01-15T12:00:00+00:00,request_0078
task_00079,finance_explanation,finance,Synthetic finance request requiring finance_explanation handling. Use only fabricated business context.,Expected synthetic answer for finance_explanation in finance.,markdown,low,False,1600,0.003,0.65,"[""batch_cheap"", ""canary"", ""code_specialist"", ""domain_finance"", ""domain_healthcare"", ""fallback_safe"", ""general"", ""large_accurate"", ""small_fast""]",finance_finance_explanation_low,finance:finance_explanation:low,False,False,True,2026-01-15T12:00:00+00:00,request_0079
task_00080,customer_support_response,customer_support,Synthetic customer_support request requiring customer_support_response handling. Use only fabricated business context.,Expected synthetic answer for customer_support_response in customer_support.,markdown,medium,False,450,0.003,0.76,"[""batch_cheap"", ""canary"", ""code_specialist"", ""domain_finance"", ""domain_healthcare"", ""fallback_safe"", ""general"", ""large_accurate"", ""small_fast""]",customer_support_customer_support_response_medium,customer_support:customer_support_response:medium,True,False,False,2026-01-15T12:00:00+00:00,request_0080
task_00081,code_assistance,software_engineering,Synthetic software_engineering request requiring code_assistance handling. Use only fabricated business context.,Expected synthetic answer for code_assistance in software_engineering.,markdown,low,False,1600,0.003,0.65,"[""code_specialist"", ""fallback_safe"", ""general"", ""large_accurate""]",software_engineering_code_assistance_low,software_engineering:code_assistance:low,False,False,True,2026-01-15T12:00:00+00:00,request_0081
task_00082,safety_sensitive_answer,healthcare,Synthetic healthcare request requiring safety_sensitive_answer handling. Use only fabricated business context.,Expected synthetic answer for safety_sensitive_answer in healthcare.,markdown,high,True,1600,0.0065,0.86,"[""fallback_safe"", ""large_accurate"", ""safety_guarded""]",healthcare_safety_sensitive_answer_high,healthcare:safety_sensitive_answer:high,False,False,False,2026-01-15T12:00:00+00:00,request_0082
task_00083,batch_low_risk_summary,general_business,Synthetic general_business request requiring batch_low_risk_summary handling. Use only fabricated business context.,Expected synthetic answer for batch_low_risk_summary in general_business.,markdown,low,False,1600,0.0009,0.65,"[""batch_cheap"", ""canary"", ""code_specialist"", ""domain_finance"", ""domain_healthcare"", ""fallback_safe"", ""general"", ""large_accurate"", ""small_fast""]",general_business_batch_low_risk_summary_low,general_business:batch_low_risk_summary:low,False,True,False,2026-01-15T12:00:00+00:00,request_0083
task_00084,classification,healthcare,Synthetic healthcare request requiring classification handling. Use only fabricated business context.,Expected synthetic answer for classification in healthcare.,json,high,True,1600,0.0065,0.86,"[""fallback_safe"", ""large_accurate"", ""safety_guarded""]",healthcare_classification_high,healthcare:classification:high,False,False,False,2026-01-15T12:00:00+00:00,request_0084
task_00085,extraction,insurance,Synthetic insurance request requiring extraction handling. Use only fabricated business context.,Expected synthetic answer for extraction in insurance.,json,medium,False,900,0.0009,0.76,"[""batch_cheap"", ""canary"", ""code_specialist"", ""domain_finance"", ""domain_healthcare"", ""fallback_safe"", ""general"", ""large_accurate"", ""small_fast""]",insurance_extraction_medium,insurance:extraction:medium,False,True,False,2026-01-15T12:00:00+00:00,request_0085
task_00086,summarization,cybersecurity,Synthetic cybersecurity request requiring summarization handling. Use only fabricated business context.,Expected synthetic answer for summarization in cybersecurity.,markdown,low,False,1600,0.003,0.65,"[""batch_cheap"", ""canary"", ""code_specialist"", ""domain_finance"", ""domain_healthcare"", ""fallback_safe"", ""general"", ""large_accurate"", ""small_fast""]",cybersecurity_summarization_low,cybersecurity:summarization:low,False,False,False,2026-01-15T12:00:00+00:00,request_0086
task_00087,retrieval_qa,retail,Synthetic retail request requiring retrieval_qa handling. Use only fabricated business context.,Expected synthetic answer for retrieval_qa in retail.,markdown,low,False,1600,0.003,0.65,"[""batch_cheap"", ""canary"", ""code_specialist"", ""domain_finance"", ""domain_healthcare"", ""fallback_safe"", ""general"", ""large_accurate"", ""small_fast""]",retail_retrieval_qa_low,retail:retrieval_qa:low,False,False,False,2026-01-15T12:00:00+00:00,request_0087
task_00088,policy_answering,customer_support,Synthetic customer_support request requiring policy_answering handling. Use only fabricated business context.,Expected synthetic answer for policy_answering in customer_support.,markdown,high,True,1600,0.0065,0.86,"[""fallback_safe"", ""large_accurate"", ""safety_guarded""]",customer_support_policy_answering_high,customer_support:policy_answering:high,False,False,False,2026-01-15T12:00:00+00:00,request_0088
task_00089,fraud_triage,finance,Synthetic finance request requiring fraud_triage handling. Use only fabricated business context.,Expected synthetic answer for fraud_triage in finance.,json,high,True,1600,0.0065,0.86,"[""fallback_safe"", ""large_accurate"", ""safety_guarded""]",finance_fraud_triage_high,finance:fraud_triage:high,False,False,True,2026-01-15T12:00:00+00:00,request_0089
task_00090,healthcare_claim_review,healthcare,Synthetic healthcare request requiring healthcare_claim_review handling. Use only fabricated business context.,Expected synthetic answer for healthcare_claim_review in healthcare.,markdown,high,True,1600,0.0065,0.86,"[""domain_healthcare"", ""fallback_safe"", ""large_accurate"", ""safety_guarded""]",healthcare_healthcare_claim_review_high,healthcare:healthcare_claim_review:high,False,False,True,2026-01-15T12:00:00+00:00,request_0090
task_00091,finance_explanation,finance,Synthetic finance request requiring finance_explanation handling. Use only fabricated business context.,Expected synthetic answer for finance_explanation in finance.,markdown,low,False,1600,0.003,0.65,"[""batch_cheap"", ""canary"", ""code_specialist"", ""domain_finance"", ""domain_healthcare"", ""fallback_safe"", ""general"", ""large_accurate"", ""small_fast""]",finance_finance_explanation_low,finance:finance_explanation:low,False,False,True,2026-01-15T12:00:00+00:00,request_0091
task_00092,customer_support_response,finance,Synthetic finance request requiring customer_support_response handling. Use only fabricated business context.,Expected synthetic answer for customer_support_response in finance.,markdown,low,False,1600,0.003,0.65,"[""batch_cheap"", ""canary"", ""code_specialist"", ""domain_finance"", ""domain_healthcare"", ""fallback_safe"", ""general"", ""large_accurate"", ""small_fast""]",finance_customer_support_response_low,finance:customer_support_response:low,False,False,False,2026-01-15T12:00:00+00:00,request_0092
task_00093,code_assistance,software_engineering,Synthetic software_engineering request requiring code_assistance handling. Use only fabricated business context.,Expected synthetic answer for code_assistance in software_engineering.,markdown,low,False,1600,0.003,0.65,"[""code_specialist"", ""fallback_safe"", ""general"", ""large_accurate""]",software_engineering_code_assistance_low,software_engineering:code_assistance:low,False,False,True,2026-01-15T12:00:00+00:00,request_0093
task_00094,safety_sensitive_answer,healthcare,Synthetic healthcare request requiring safety_sensitive_answer handling. Use only fabricated business context.,Expected synthetic answer for safety_sensitive_answer in healthcare.,markdown,high,True,1600,0.0065,0.86,"[""fallback_safe"", ""large_accurate"", ""safety_guarded""]",healthcare_safety_sensitive_answer_high,healthcare:safety_sensitive_answer:high,False,False,False,2026-01-15T12:00:00+00:00,request_0094
task_00095,batch_low_risk_summary,cybersecurity,Synthetic cybersecurity request requiring batch_low_risk_summary handling. Use only fabricated business context.,Expected synthetic answer for batch_low_risk_summary in cybersecurity.,markdown,medium,False,900,0.0009,0.76,"[""batch_cheap"", ""canary"", ""code_specialist"", ""domain_finance"", ""domain_healthcare"", ""fallback_safe"", ""general"", ""large_accurate"", ""small_fast""]",cybersecurity_batch_low_risk_summary_medium,cybersecurity:batch_low_risk_summary:medium,False,True,False,2026-01-15T12:00:00+00:00,request_0095
task_00096,classification,customer_support,Synthetic customer_support request requiring classification handling. Use only fabricated business context.,Expected synthetic answer for classification in customer_support.,json,low,False,1600,0.003,0.65,"[""batch_cheap"", ""canary"", ""code_specialist"", ""domain_finance"", ""domain_healthcare"", ""fallback_safe"", ""general"", ""large_accurate"", ""small_fast""]",customer_support_classification_low,customer_support:classification:low,False,False,False,2026-01-15T12:00:00+00:00,request_0096
task_00097,extraction,legal,Synthetic legal request requiring extraction handling. Use only fabricated business context.,Expected synthetic answer for extraction in legal.,json,low,False,1600,0.003,0.65,"[""batch_cheap"", ""canary"", ""code_specialist"", ""domain_finance"", ""domain_healthcare"", ""fallback_safe"", ""general"", ""large_accurate"", ""small_fast""]",legal_extraction_low,legal:extraction:low,False,False,False,2026-01-15T12:00:00+00:00,request_0097
task_00098,summarization,software_engineering,Synthetic software_engineering request requiring summarization handling. Use only fabricated business context.,Expected synthetic answer for summarization in software_engineering.,markdown,low,False,1600,0.003,0.65,"[""batch_cheap"", ""canary"", ""code_specialist"", ""domain_finance"", ""domain_healthcare"", ""fallback_safe"", ""general"", ""large_accurate"", ""small_fast""]",software_engineering_summarization_low,software_engineering:summarization:low,False,False,False,2026-01-15T12:00:00+00:00,request_0098
task_00099,retrieval_qa,general_business,Synthetic general_business request requiring retrieval_qa handling. Use only fabricated business context.,Expected synthetic answer for retrieval_qa in general_business.,markdown,low,False,1600,0.003,0.65,"[""batch_cheap"", ""canary"", ""code_specialist"", ""domain_finance"", ""domain_healthcare"", ""fallback_safe"", ""general"", ""large_accurate"", ""small_fast""]",general_business_retrieval_qa_low,general_business:retrieval_qa:low,False,False,False,2026-01-15T12:00:00+00:00,request_0099
task_00100,policy_answering,finance,Synthetic finance request requiring policy_answering handling. Use only fabricated business context.,Expected synthetic answer for policy_answering in finance.,markdown,high,True,450,0.0065,0.86,"[""fallback_safe"", ""large_accurate"", ""safety_guarded""]",finance_policy_answering_high,finance:policy_answering:high,True,False,False,2026-01-15T12:00:00+00:00,request_0100
task_00101,fraud_triage,finance,Synthetic finance request requiring fraud_triage handling. Use only fabricated business context.,Expected synthetic answer for fraud_triage in finance.,json,high,True,1600,0.0065,0.86,"[""fallback_safe"", ""large_accurate"", ""safety_guarded""]",finance_fraud_triage_high,finance:fraud_triage:high,False,False,True,2026-01-15T12:00:00+00:00,request_0101
task_00102,healthcare_claim_review,healthcare,Synthetic healthcare request requiring healthcare_claim_review handling. Use only fabricated business context.,Expected synthetic answer for healthcare_claim_review in healthcare.,markdown,high,True,1600,0.0009,0.86,"[""domain_healthcare"", ""fallback_safe"", ""large_accurate"", ""safety_guarded""]",healthcare_healthcare_claim_review_high,healthcare:healthcare_claim_review:high,False,True,True,2026-01-15T12:00:00+00:00,request_0102
task_00103,finance_explanation,finance,Synthetic finance request requiring finance_explanation handling. Use only fabricated business context.,Expected synthetic answer for finance_explanation in finance.,markdown,low,False,1600,0.003,0.65,"[""batch_cheap"", ""canary"", ""code_specialist"", ""domain_finance"", ""domain_healthcare"", ""fallback_safe"", ""general"", ""large_accurate"", ""small_fast""]",finance_finance_explanation_low,finance:finance_explanation:low,False,False,True,2026-01-15T12:00:00+00:00,request_0103
task_00104,customer_support_response,retail,Synthetic retail request requiring customer_support_response handling. Use only fabricated business context.,Expected synthetic answer for customer_support_response in retail.,markdown,low,False,1600,0.003,0.65,"[""batch_cheap"", ""canary"", ""code_specialist"", ""domain_finance"", ""domain_healthcare"", ""fallback_safe"", ""general"", ""large_accurate"", ""small_fast""]",retail_customer_support_response_low,retail:customer_support_response:low,False,False,False,2026-01-15T12:00:00+00:00,request_0104
task_00105,code_assistance,software_engineering,Synthetic software_engineering request requiring code_assistance handling. Use only fabricated business context.,Expected synthetic answer for code_assistance in software_engineering.,markdown,medium,False,900,0.003,0.76,"[""code_specialist"", ""fallback_safe"", ""general"", ""large_accurate""]",software_engineering_code_assistance_medium,software_engineering:code_assistance:medium,False,False,True,2026-01-15T12:00:00+00:00,request_0105
task_00106,safety_sensitive_answer,healthcare,Synthetic healthcare request requiring safety_sensitive_answer handling. Use only fabricated business context.,Expected synthetic answer for safety_sensitive_answer in healthcare.,markdown,high,True,1600,0.0065,0.86,"[""fallback_safe"", ""large_accurate"", ""safety_guarded""]",healthcare_safety_sensitive_answer_high,healthcare:safety_sensitive_answer:high,False,False,False,2026-01-15T12:00:00+00:00,request_0106
task_00107,batch_low_risk_summary,software_engineering,Synthetic software_engineering request requiring batch_low_risk_summary handling. Use only fabricated business context.,Expected synthetic answer for batch_low_risk_summary in software_engineering.,markdown,low,False,1600,0.0009,0.65,"[""batch_cheap"", ""canary"", ""code_specialist"", ""domain_finance"", ""domain_healthcare"", ""fallback_safe"", ""general"", ""large_accurate"", ""small_fast""]",software_engineering_batch_low_risk_summary_low,software_engineering:batch_low_risk_summary:low,False,True,False,2026-01-15T12:00:00+00:00,request_0107
task_00108,classification,finance,Synthetic finance request requiring classification handling. Use only fabricated business context.,Expected synthetic answer for classification in finance.,json,high,True,1600,0.0065,0.86,"[""fallback_safe"", ""large_accurate"", ""safety_guarded""]",finance_classification_high,finance:classification:high,False,False,False,2026-01-15T12:00:00+00:00,request_0108
task_00109,extraction,healthcare,Synthetic healthcare request requiring extraction handling. Use only fabricated business context.,Expected synthetic answer for extraction in healthcare.,json,low,False,1600,0.003,0.65,"[""batch_cheap"", ""canary"", ""code_specialist"", ""domain_finance"", ""domain_healthcare"", ""fallback_safe"", ""general"", ""large_accurate"", ""small_fast""]",healthcare_extraction_low,healthcare:extraction:low,False,False,False,2026-01-15T12:00:00+00:00,request_0109
task_00110,summarization,insurance,Synthetic insurance request requiring summarization handling. Use only fabricated business context.,Expected synthetic answer for summarization in insurance.,markdown,medium,False,900,0.003,0.76,"[""batch_cheap"", ""canary"", ""code_specialist"", ""domain_finance"", ""domain_healthcare"", ""fallback_safe"", ""general"", ""large_accurate"", ""small_fast""]",insurance_summarization_medium,insurance:summarization:medium,False,False,False,2026-01-15T12:00:00+00:00,request_0110
task_00111,retrieval_qa,cybersecurity,Synthetic cybersecurity request requiring retrieval_qa handling. Use only fabricated business context.,Expected synthetic answer for retrieval_qa in cybersecurity.,markdown,high,True,1600,0.0065,0.86,"[""fallback_safe"", ""large_accurate"", ""safety_guarded""]",cybersecurity_retrieval_qa_high,cybersecurity:retrieval_qa:high,False,False,False,2026-01-15T12:00:00+00:00,request_0111
task_00112,policy_answering,retail,Synthetic retail request requiring policy_answering handling. Use only fabricated business context.,Expected synthetic answer for policy_answering in retail.,markdown,high,True,1600,0.0065,0.86,"[""fallback_safe"", ""large_accurate"", ""safety_guarded""]",retail_policy_answering_high,retail:policy_answering:high,False,False,False,2026-01-15T12:00:00+00:00,request_0112
task_00113,fraud_triage,finance,Synthetic finance request requiring fraud_triage handling. Use only fabricated business context.,Expected synthetic answer for fraud_triage in finance.,json,high,True,1600,0.0065,0.86,"[""fallback_safe"", ""large_accurate"", ""safety_guarded""]",finance_fraud_triage_high,finance:fraud_triage:high,False,False,True,2026-01-15T12:00:00+00:00,request_0113
task_00114,healthcare_claim_review,healthcare,Synthetic healthcare request requiring healthcare_claim_review handling. Use only fabricated business context.,Expected synthetic answer for healthcare_claim_review in healthcare.,markdown,high,True,1600,0.0065,0.86,"[""domain_healthcare"", ""fallback_safe"", ""large_accurate"", ""safety_guarded""]",healthcare_healthcare_claim_review_high,healthcare:healthcare_claim_review:high,False,False,True,2026-01-15T12:00:00+00:00,request_0114
task_00115,finance_explanation,finance,Synthetic finance request requiring finance_explanation handling. Use only fabricated business context.,Expected synthetic answer for finance_explanation in finance.,markdown,medium,False,900,0.003,0.76,"[""batch_cheap"", ""canary"", ""code_specialist"", ""domain_finance"", ""domain_healthcare"", ""fallback_safe"", ""general"", ""large_accurate"", ""small_fast""]",finance_finance_explanation_medium,finance:finance_explanation:medium,False,False,True,2026-01-15T12:00:00+00:00,request_0115
task_00116,customer_support_response,general_business,Synthetic general_business request requiring customer_support_response handling. Use only fabricated business context.,Expected synthetic answer for customer_support_response in general_business.,markdown,low,False,1600,0.003,0.65,"[""batch_cheap"", ""canary"", ""code_specialist"", ""domain_finance"", ""domain_healthcare"", ""fallback_safe"", ""general"", ""large_accurate"", ""small_fast""]",general_business_customer_support_response_low,general_business:customer_support_response:low,False,False,False,2026-01-15T12:00:00+00:00,request_0116
task_00117,code_assistance,software_engineering,Synthetic software_engineering request requiring code_assistance handling. Use only fabricated business context.,Expected synthetic answer for code_assistance in software_engineering.,markdown,low,False,1600,0.003,0.65,"[""code_specialist"", ""fallback_safe"", ""general"", ""large_accurate""]",software_engineering_code_assistance_low,software_engineering:code_assistance:low,False,False,True,2026-01-15T12:00:00+00:00,request_0117
task_00118,safety_sensitive_answer,healthcare,Synthetic healthcare request requiring safety_sensitive_answer handling. Use only fabricated business context.,Expected synthetic answer for safety_sensitive_answer in healthcare.,markdown,high,True,1600,0.0065,0.86,"[""fallback_safe"", ""large_accurate"", ""safety_guarded""]",healthcare_safety_sensitive_answer_high,healthcare:safety_sensitive_answer:high,False,False,False,2026-01-15T12:00:00+00:00,request_0118
task_00119,batch_low_risk_summary,insurance,Synthetic insurance request requiring batch_low_risk_summary handling. Use only fabricated business context.,Expected synthetic answer for batch_low_risk_summary in insurance.,markdown,low,False,1600,0.0009,0.65,"[""batch_cheap"", ""canary"", ""code_specialist"", ""domain_finance"", ""domain_healthcare"", ""fallback_safe"", ""general"", ""large_accurate"", ""small_fast""]",insurance_batch_low_risk_summary_low,insurance:batch_low_risk_summary:low,False,True,False,2026-01-15T12:00:00+00:00,request_0119
task_00120,classification,retail,Synthetic retail request requiring classification handling. Use only fabricated business context.,Expected synthetic answer for classification in retail.,json,medium,False,450,0.003,0.76,"[""batch_cheap"", ""canary"", ""code_specialist"", ""domain_finance"", ""domain_healthcare"", ""fallback_safe"", ""general"", ""large_accurate"", ""small_fast""]",retail_classification_medium,retail:classification:medium,True,False,False,2026-01-15T12:00:00+00:00,request_0120
task_00121,extraction,customer_support,Synthetic customer_support request requiring extraction handling. Use only fabricated business context.,Expected synthetic answer for extraction in customer_support.,json,low,False,1600,0.003,0.65,"[""batch_cheap"", ""canary"", ""code_specialist"", ""domain_finance"", ""domain_healthcare"", ""fallback_safe"", ""general"", ""large_accurate"", ""small_fast""]",customer_support_extraction_low,customer_support:extraction:low,False,False,False,2026-01-15T12:00:00+00:00,request_0121
task_00122,summarization,legal,Synthetic legal request requiring summarization handling. Use only fabricated business context.,Expected synthetic answer for summarization in legal.,markdown,low,False,1600,0.003,0.65,"[""batch_cheap"", ""canary"", ""code_specialist"", ""domain_finance"", ""domain_healthcare"", ""fallback_safe"", ""general"", ""large_accurate"", ""small_fast""]",legal_summarization_low,legal:summarization:low,False,False,False,2026-01-15T12:00:00+00:00,request_0122
task_00123,retrieval_qa,software_engineering,Synthetic software_engineering request requiring retrieval_qa handling. Use only fabricated business context.,Expected synthetic answer for retrieval_qa in software_engineering.,markdown,low,False,1600,0.003,0.65,"[""batch_cheap"", ""canary"", ""code_specialist"", ""domain_finance"", ""domain_healthcare"", ""fallback_safe"", ""general"", ""large_accurate"", ""small_fast""]",software_engineering_retrieval_qa_low,software_engineering:retrieval_qa:low,False,False,False,2026-01-15T12:00:00+00:00,request_0123
task_00124,policy_answering,general_business,Synthetic general_business request requiring policy_answering handling. Use only fabricated business context.,Expected synthetic answer for policy_answering in general_business.,markdown,high,True,1600,0.0065,0.86,"[""fallback_safe"", ""large_accurate"", ""safety_guarded""]",general_business_policy_answering_high,general_business:policy_answering:high,False,False,False,2026-01-15T12:00:00+00:00,request_0124
task_00125,fraud_triage,finance,Synthetic finance request requiring fraud_triage handling. Use only fabricated business context.,Expected synthetic answer for fraud_triage in finance.,json,high,True,1600,0.0065,0.86,"[""fallback_safe"", ""large_accurate"", ""safety_guarded""]",finance_fraud_triage_high,finance:fraud_triage:high,False,False,True,2026-01-15T12:00:00+00:00,request_0125
task_00126,healthcare_claim_review,healthcare,Synthetic healthcare request requiring healthcare_claim_review handling. Use only fabricated business context.,Expected synthetic answer for healthcare_claim_review in healthcare.,markdown,high,True,1600,0.0065,0.86,"[""domain_healthcare"", ""fallback_safe"", ""large_accurate"", ""safety_guarded""]",healthcare_healthcare_claim_review_high,healthcare:healthcare_claim_review:high,False,False,True,2026-01-15T12:00:00+00:00,request_0126
task_00127,finance_explanation,finance,Synthetic finance request requiring finance_explanation handling. Use only fabricated business context.,Expected synthetic answer for finance_explanation in finance.,markdown,low,False,1600,0.003,0.65,"[""batch_cheap"", ""canary"", ""code_specialist"", ""domain_finance"", ""domain_healthcare"", ""fallback_safe"", ""general"", ""large_accurate"", ""small_fast""]",finance_finance_explanation_low,finance:finance_explanation:low,False,False,True,2026-01-15T12:00:00+00:00,request_0127
task_00128,customer_support_response,cybersecurity,Synthetic cybersecurity request requiring customer_support_response handling. Use only fabricated business context.,Expected synthetic answer for customer_support_response in cybersecurity.,markdown,low,False,1600,0.003,0.65,"[""batch_cheap"", ""canary"", ""code_specialist"", ""domain_finance"", ""domain_healthcare"", ""fallback_safe"", ""general"", ""large_accurate"", ""small_fast""]",cybersecurity_customer_support_response_low,cybersecurity:customer_support_response:low,False,False,False,2026-01-15T12:00:00+00:00,request_0128
task_00129,code_assistance,software_engineering,Synthetic software_engineering request requiring code_assistance handling. Use only fabricated business context.,Expected synthetic answer for code_assistance in software_engineering.,markdown,low,False,1600,0.003,0.65,"[""code_specialist"", ""fallback_safe"", ""general"", ""large_accurate""]",software_engineering_code_assistance_low,software_engineering:code_assistance:low,False,False,True,2026-01-15T12:00:00+00:00,request_0129
task_00130,safety_sensitive_answer,healthcare,Synthetic healthcare request requiring safety_sensitive_answer handling. Use only fabricated business context.,Expected synthetic answer for safety_sensitive_answer in healthcare.,markdown,high,True,1600,0.0065,0.86,"[""fallback_safe"", ""large_accurate"", ""safety_guarded""]",healthcare_safety_sensitive_answer_high,healthcare:safety_sensitive_answer:high,False,False,False,2026-01-15T12:00:00+00:00,request_0130
task_00131,batch_low_risk_summary,legal,Synthetic legal request requiring batch_low_risk_summary handling. Use only fabricated business context.,Expected synthetic answer for batch_low_risk_summary in legal.,markdown,low,False,1600,0.0009,0.65,"[""batch_cheap"", ""canary"", ""code_specialist"", ""domain_finance"", ""domain_healthcare"", ""fallback_safe"", ""general"", ""large_accurate"", ""small_fast""]",legal_batch_low_risk_summary_low,legal:batch_low_risk_summary:low,False,True,False,2026-01-15T12:00:00+00:00,request_0131
task_00132,classification,general_business,Synthetic general_business request requiring classification handling. Use only fabricated business context.,Expected synthetic answer for classification in general_business.,json,low,False,1600,0.003,0.65,"[""batch_cheap"", ""canary"", ""code_specialist"", ""domain_finance"", ""domain_healthcare"", ""fallback_safe"", ""general"", ""large_accurate"", ""small_fast""]",general_business_classification_low,general_business:classification:low,False,False,False,2026-01-15T12:00:00+00:00,request_0132
task_00133,extraction,finance,Synthetic finance request requiring extraction handling. Use only fabricated business context.,Expected synthetic answer for extraction in finance.,json,low,False,1600,0.003,0.65,"[""batch_cheap"", ""canary"", ""code_specialist"", ""domain_finance"", ""domain_healthcare"", ""fallback_safe"", ""general"", ""large_accurate"", ""small_fast""]",finance_extraction_low,finance:extraction:low,False,False,False,2026-01-15T12:00:00+00:00,request_0133
task_00134,summarization,healthcare,Synthetic healthcare request requiring summarization handling. Use only fabricated business context.,Expected synthetic answer for summarization in healthcare.,markdown,low,False,1600,0.003,0.65,"[""batch_cheap"", ""canary"", ""code_specialist"", ""domain_finance"", ""domain_healthcare"", ""fallback_safe"", ""general"", ""large_accurate"", ""small_fast""]",healthcare_summarization_low,healthcare:summarization:low,False,False,False,2026-01-15T12:00:00+00:00,request_0134
task_00135,retrieval_qa,insurance,Synthetic insurance request requiring retrieval_qa handling. Use only fabricated business context.,Expected synthetic answer for retrieval_qa in insurance.,markdown,high,True,1600,0.0065,0.86,"[""fallback_safe"", ""large_accurate"", ""safety_guarded""]",insurance_retrieval_qa_high,insurance:retrieval_qa:high,False,False,False,2026-01-15T12:00:00+00:00,request_0135
