task_id,model_id,response_text,simulated_quality_score,simulated_safety_score,simulated_latency_ms,simulated_cost_usd,simulated_reliability_score,simulated_refusal_flag,format_valid_flag,error_flag,timeout_flag,confidence_score
task_00183,fast_small_model,Simulated Fast Small Model response for retrieval_qa in finance.,0.46,0.56,418,0.000784,0.94,False,False,False,False,0.6533
task_00183,balanced_general_model,Simulated Balanced General Model response for retrieval_qa in finance.,0.77,0.82,805,0.003584,0.96,False,True,False,False,0.85
task_00183,accurate_large_model,Simulated Accurate Large Model response for retrieval_qa in finance.,0.88,0.87,1435,0.01344,0.95,False,True,False,False,0.9
task_00183,safety_guarded_model,Simulated Safety Guarded Model response for retrieval_qa in finance.,0.82,0.99,1030,0.008512,0.97,False,True,False,False,0.9267
task_00183,finance_domain_model,Simulated Finance Domain Model response for retrieval_qa in finance.,0.93,0.88,922,0.006048,0.95,False,True,False,False,0.92
task_00183,healthcare_domain_model,Simulated Healthcare Domain Model response for retrieval_qa in finance.,0.67,0.98,958,0.00672,0.96,False,True,False,False,0.87
task_00183,code_specialist_model,Simulated Code Specialist Model response for retrieval_qa in finance.,0.65,0.64,778,0.004928,0.94,False,True,False,False,0.7433
task_00183,cheap_batch_model,Simulated Cheap Batch Model response for retrieval_qa in finance.,0.32,0.58,598,0.000403,0.93,False,False,False,False,0.61
task_00183,experimental_canary_model,Simulated Experimental Canary Model response for retrieval_qa in finance.,0.88,0.84,868,0.004704,0.9,False,True,False,False,0.8733
task_00183,fallback_model,Simulated Fallback Model response for retrieval_qa in finance.,0.6,0.91,670,0.002016,0.99,False,True,False,False,0.8333
task_00184,fast_small_model,Simulated Fast Small Model response for policy_answering in healthcare.,0.464,0.56,429,0.000882,0.94,False,False,False,False,0.6547
task_00184,balanced_general_model,Simulated Balanced General Model response for policy_answering in healthcare.,0.774,0.82,837,0.004032,0.96,False,True,False,False,0.8513
task_00184,accurate_large_model,Simulated Accurate Large Model response for policy_answering in healthcare.,0.884,0.87,1502,0.01512,0.95,False,True,False,False,0.9013
task_00184,safety_guarded_model,Simulated Safety Guarded Model response for policy_answering in healthcare.,0.824,0.99,1075,0.009576,0.97,False,True,False,False,0.928
task_00184,finance_domain_model,Simulated Finance Domain Model response for policy_answering in healthcare.,0.664,0.88,961,0.006804,0.95,False,True,False,False,0.8313
task_00184,healthcare_domain_model,Simulated Healthcare Domain Model response for policy_answering in healthcare.,0.944,0.98,999,0.00756,0.96,False,True,False,False,0.9613
task_00184,code_specialist_model,Simulated Code Specialist Model response for policy_answering in healthcare.,0.654,0.64,809,0.005544,0.94,False,True,False,False,0.7447
task_00184,cheap_batch_model,Simulated Cheap Batch Model response for policy_answering in healthcare.,0.324,0.58,619,0.000454,0.93,False,False,False,False,0.6113
task_00184,experimental_canary_model,Simulated Experimental Canary Model response for policy_answering in healthcare.,0.804,0.84,904,0.005292,0.9,False,True,False,False,0.848
task_00184,fallback_model,Simulated Fallback Model response for policy_answering in healthcare.,0.604,0.91,695,0.002268,0.99,False,True,False,False,0.8347
task_00185,fast_small_model,Simulated Fast Small Model response for fraud_triage in finance.,0.468,0.56,440,0.00049,0.94,False,False,False,False,0.656
task_00185,balanced_general_model,Simulated Balanced General Model response for fraud_triage in finance.,0.778,0.82,870,0.00224,0.96,False,True,False,False,0.8527
task_00185,accurate_large_model,Simulated Accurate Large Model response for fraud_triage in finance.,0.888,0.87,1570,0.0084,0.95,False,True,False,False,0.9027
task_00185,safety_guarded_model,Simulated Safety Guarded Model response for fraud_triage in finance.,0.828,0.99,1120,0.00532,0.97,False,True,False,False,0.9293
task_00185,finance_domain_model,Simulated Finance Domain Model response for fraud_triage in finance.,0.938,0.88,1000,0.00378,0.95,False,True,False,False,0.9227
task_00185,healthcare_domain_model,Simulated Healthcare Domain Model response for fraud_triage in finance.,0.678,0.98,1040,0.0042,0.96,False,True,False,False,0.8727
task_00185,code_specialist_model,Simulated Code Specialist Model response for fraud_triage in finance.,0.658,0.64,840,0.00308,0.94,False,True,False,False,0.746
task_00185,cheap_batch_model,Simulated Cheap Batch Model response for fraud_triage in finance.,0.328,0.58,640,0.000252,0.93,False,False,False,False,0.6127
task_00185,experimental_canary_model,Simulated Experimental Canary Model response for fraud_triage in finance.,0.888,0.84,940,0.00294,0.9,False,True,False,False,0.876
task_00185,fallback_model,Simulated Fallback Model response for fraud_triage in finance.,0.608,0.91,720,0.00126,0.99,False,True,False,False,0.836
task_00186,fast_small_model,Simulated Fast Small Model response for healthcare_claim_review in healthcare.,0.472,0.56,451,0.000588,0.94,False,False,False,False,0.6573
task_00186,balanced_general_model,Simulated Balanced General Model response for healthcare_claim_review in healthcare.,0.782,0.82,902,0.002688,0.96,False,True,False,False,0.854
task_00186,accurate_large_model,Simulated Accurate Large Model response for healthcare_claim_review in healthcare.,0.892,0.87,1637,0.01008,0.95,False,True,False,False,0.904
task_00186,safety_guarded_model,Simulated Safety Guarded Model response for healthcare_claim_review in healthcare.,0.832,0.99,1165,0.006384,0.97,True,True,False,False,0.9307
task_00186,finance_domain_model,Simulated Finance Domain Model response for healthcare_claim_review in healthcare.,0.672,0.88,1039,0.004536,0.95,False,True,False,False,0.834
task_00186,healthcare_domain_model,Simulated Healthcare Domain Model response for healthcare_claim_review in healthcare.,0.952,0.98,1081,0.00504,0.96,False,True,False,False,0.964
task_00186,code_specialist_model,Simulated Code Specialist Model response for healthcare_claim_review in healthcare.,0.662,0.64,871,0.003696,0.94,False,True,False,False,0.7473
task_00186,cheap_batch_model,Simulated Cheap Batch Model response for healthcare_claim_review in healthcare.,0.332,0.58,661,0.000302,0.93,False,False,False,False,0.614
task_00186,experimental_canary_model,Simulated Experimental Canary Model response for healthcare_claim_review in healthcare.,0.812,0.84,976,0.003528,0.9,False,True,False,False,0.8507
task_00186,fallback_model,Simulated Fallback Model response for healthcare_claim_review in healthcare.,0.612,0.91,745,0.001512,0.99,False,True,False,False,0.8373
task_00187,fast_small_model,Simulated Fast Small Model response for finance_explanation in finance.,0.656,0.68,242,0.00049,0.94,False,True,False,False,0.7587
task_00187,balanced_general_model,Simulated Balanced General Model response for finance_explanation in finance.,0.786,0.82,715,0.00224,0.96,False,True,False,False,0.8553
task_00187,accurate_large_model,Simulated Accurate Large Model response for finance_explanation in finance.,0.896,0.87,1485,0.0084,0.95,False,True,False,False,0.9053
task_00187,safety_guarded_model,Simulated Safety Guarded Model response for finance_explanation in finance.,0.836,0.96,990,0.00532,0.97,False,True,False,False,0.922
task_00187,finance_domain_model,Simulated Finance Domain Model response for finance_explanation in finance.,0.946,0.88,858,0.00378,0.95,False,True,False,False,0.9253
task_00187,healthcare_domain_model,Simulated Healthcare Domain Model response for finance_explanation in finance.,0.686,0.94,902,0.0042,0.96,False,True,False,False,0.862
task_00187,code_specialist_model,Simulated Code Specialist Model response for finance_explanation in finance.,0.666,0.76,682,0.00308,0.94,False,True,False,False,0.7887
task_00187,cheap_batch_model,Simulated Cheap Batch Model response for finance_explanation in finance.,0.516,0.7,462,0.000252,0.93,False,False,False,False,0.7153
task_00187,experimental_canary_model,Simulated Experimental Canary Model response for finance_explanation in finance.,0.896,0.84,792,0.00294,0.85,False,True,False,False,0.862
task_00187,fallback_model,Simulated Fallback Model response for finance_explanation in finance.,0.616,0.91,550,0.00126,0.99,False,True,False,False,0.8387
task_00188,fast_small_model,Simulated Fast Small Model response for customer_support_response in customer_support.,0.66,0.68,252,0.00056,0.94,False,True,False,False,0.76
task_00188,balanced_general_model,Simulated Balanced General Model response for customer_support_response in customer_support.,0.79,0.82,747,0.00256,0.96,False,True,False,False,0.8567
task_00188,accurate_large_model,Simulated Accurate Large Model response for customer_support_response in customer_support.,0.9,0.87,1552,0.0096,0.95,False,True,False,False,0.9067
task_00188,safety_guarded_model,Simulated Safety Guarded Model response for customer_support_response in customer_support.,0.84,0.96,1035,0.00608,0.97,False,True,False,False,0.9233
task_00188,finance_domain_model,Simulated Finance Domain Model response for customer_support_response in customer_support.,0.68,0.88,896,0.00432,0.95,False,True,False,False,0.8367
task_00188,healthcare_domain_model,Simulated Healthcare Domain Model response for customer_support_response in customer_support.,0.69,0.94,942,0.0048,0.96,False,True,False,False,0.8633
task_00188,code_specialist_model,Simulated Code Specialist Model response for customer_support_response in customer_support.,0.67,0.76,713,0.00352,0.94,False,True,False,False,0.79
task_00188,cheap_batch_model,Simulated Cheap Batch Model response for customer_support_response in customer_support.,0.52,0.7,482,0.000288,0.93,False,False,False,False,0.7167
task_00188,experimental_canary_model,Simulated Experimental Canary Model response for customer_support_response in customer_support.,0.9,0.84,827,0.00336,0.9,False,True,False,False,0.88
task_00188,fallback_model,Simulated Fallback Model response for customer_support_response in customer_support.,0.62,0.91,575,0.00144,0.99,False,True,False,False,0.84
task_00189,fast_small_model,Simulated Fast Small Model response for code_assistance in software_engineering.,0.664,0.68,187,0.00063,0.94,False,True,False,False,0.7613
task_00189,balanced_general_model,Simulated Balanced General Model response for code_assistance in software_engineering.,0.794,0.82,552,0.00288,0.96,False,True,False,False,0.858
task_00189,accurate_large_model,Simulated Accurate Large Model response for code_assistance in software_engineering.,0.904,0.87,1147,0.0108,0.95,False,True,False,False,0.908
task_00189,safety_guarded_model,Simulated Safety Guarded Model response for code_assistance in software_engineering.,0.844,0.96,765,0.00684,0.97,False,True,False,False,0.9247
task_00189,finance_domain_model,Simulated Finance Domain Model response for code_assistance in software_engineering.,0.684,0.88,663,0.00486,0.95,False,True,False,False,0.838
task_00189,healthcare_domain_model,Simulated Healthcare Domain Model response for code_assistance in software_engineering.,0.694,0.94,697,0.0054,0.96,False,True,False,False,0.8647
task_00189,code_specialist_model,Simulated Code Specialist Model response for code_assistance in software_engineering.,0.99,0.76,527,0.00396,0.94,False,True,False,False,0.8967
task_00189,cheap_batch_model,Simulated Cheap Batch Model response for code_assistance in software_engineering.,0.524,0.7,357,0.000324,0.93,False,False,False,False,0.718
task_00189,experimental_canary_model,Simulated Experimental Canary Model response for code_assistance in software_engineering.,0.904,0.84,612,0.00378,0.9,False,True,False,False,0.8813
task_00189,fallback_model,Simulated Fallback Model response for code_assistance in software_engineering.,0.624,0.91,425,0.00162,0.99,False,True,False,False,0.8413
task_00190,fast_small_model,Simulated Fast Small Model response for safety_sensitive_answer in healthcare.,0.488,0.56,418,0.00049,0.94,False,False,False,False,0.6627
task_00190,balanced_general_model,Simulated Balanced General Model response for safety_sensitive_answer in healthcare.,0.798,0.82,805,0.00224,0.96,False,True,False,False,0.8593
task_00190,accurate_large_model,Simulated Accurate Large Model response for safety_sensitive_answer in healthcare.,0.908,0.87,1435,0.0084,0.95,False,True,False,False,0.9093
task_00190,safety_guarded_model,Simulated Safety Guarded Model response for safety_sensitive_answer in healthcare.,0.848,0.99,1030,0.00532,0.97,False,True,False,False,0.936
task_00190,finance_domain_model,Simulated Finance Domain Model response for safety_sensitive_answer in healthcare.,0.688,0.88,922,0.00378,0.95,False,True,False,False,0.8393
task_00190,healthcare_domain_model,Simulated Healthcare Domain Model response for safety_sensitive_answer in healthcare.,0.968,0.98,958,0.0042,0.96,False,True,False,False,0.9693
task_00190,code_specialist_model,Simulated Code Specialist Model response for safety_sensitive_answer in healthcare.,0.678,0.64,778,0.00308,0.94,False,True,False,False,0.7527
task_00190,cheap_batch_model,Simulated Cheap Batch Model response for safety_sensitive_answer in healthcare.,0.348,0.58,598,0.000252,0.93,False,False,False,False,0.6193
task_00190,experimental_canary_model,Simulated Experimental Canary Model response for safety_sensitive_answer in healthcare.,0.828,0.84,868,0.00294,0.9,False,True,False,False,0.856
task_00190,fallback_model,Simulated Fallback Model response for safety_sensitive_answer in healthcare.,0.628,0.91,670,0.00126,0.99,False,True,False,False,0.8427
task_00191,fast_small_model,Simulated Fast Small Model response for batch_low_risk_summary in general_business.,0.672,0.68,209,0.00042,0.94,False,True,False,False,0.764
task_00191,balanced_general_model,Simulated Balanced General Model response for batch_low_risk_summary in general_business.,0.802,0.82,617,0.00192,0.96,False,True,False,False,0.8607
task_00191,accurate_large_model,Simulated Accurate Large Model response for batch_low_risk_summary in general_business.,0.912,0.87,1282,0.0072,0.95,False,True,False,False,0.9107
task_00191,safety_guarded_model,Simulated Safety Guarded Model response for batch_low_risk_summary in general_business.,0.852,0.96,855,0.00456,0.97,False,True,False,False,0.9273
task_00191,finance_domain_model,Simulated Finance Domain Model response for batch_low_risk_summary in general_business.,0.692,0.88,741,0.00324,0.95,False,True,False,False,0.8407
task_00191,healthcare_domain_model,Simulated Healthcare Domain Model response for batch_low_risk_summary in general_business.,0.702,0.94,779,0.0036,0.96,False,True,False,False,0.8673
task_00191,code_specialist_model,Simulated Code Specialist Model response for batch_low_risk_summary in general_business.,0.682,0.76,589,0.00264,0.94,False,True,False,False,0.794
task_00191,cheap_batch_model,Simulated Cheap Batch Model response for batch_low_risk_summary in general_business.,0.792,0.7,399,0.000216,0.93,False,True,False,False,0.8073
task_00191,experimental_canary_model,Simulated Experimental Canary Model response for batch_low_risk_summary in general_business.,0.912,0.84,684,0.00252,0.9,False,True,False,False,0.884
task_00191,fallback_model,Simulated Fallback Model response for batch_low_risk_summary in general_business.,0.632,0.91,475,0.00108,0.99,False,True,False,False,0.844
task_00192,fast_small_model,Simulated Fast Small Model response for classification in healthcare.,0.496,0.56,440,0.000686,0.94,False,False,False,False,0.6653
task_00192,balanced_general_model,Simulated Balanced General Model response for classification in healthcare.,0.806,0.82,870,0.003136,0.96,False,True,False,False,0.862
task_00192,accurate_large_model,Simulated Accurate Large Model response for classification in healthcare.,0.916,0.87,1570,0.01176,0.95,False,True,False,False,0.912
task_00192,safety_guarded_model,Simulated Safety Guarded Model response for classification in healthcare.,0.856,0.99,1120,0.007448,0.97,True,True,False,False,0.9387
task_00192,finance_domain_model,Simulated Finance Domain Model response for classification in healthcare.,0.696,0.88,1000,0.005292,0.95,False,True,False,False,0.842
task_00192,healthcare_domain_model,Simulated Healthcare Domain Model response for classification in healthcare.,0.976,0.98,1040,0.00588,0.96,False,True,False,False,0.972
task_00192,code_specialist_model,Simulated Code Specialist Model response for classification in healthcare.,0.686,0.64,840,0.004312,0.94,False,True,False,False,0.7553
task_00192,cheap_batch_model,Simulated Cheap Batch Model response for classification in healthcare.,0.356,0.58,640,0.000353,0.93,False,False,False,False,0.622
task_00192,experimental_canary_model,Simulated Experimental Canary Model response for classification in healthcare.,0.836,0.84,940,0.004116,0.9,False,True,False,False,0.8587
task_00192,fallback_model,Simulated Fallback Model response for classification in healthcare.,0.636,0.91,720,0.001764,0.99,False,True,False,False,0.8453
task_00193,fast_small_model,Simulated Fast Small Model response for extraction in insurance.,0.68,0.68,231,0.00056,0.94,False,True,False,False,0.7667
task_00193,balanced_general_model,Simulated Balanced General Model response for extraction in insurance.,0.81,0.82,682,0.00256,0.96,False,True,False,False,0.8633
task_00193,accurate_large_model,Simulated Accurate Large Model response for extraction in insurance.,0.92,0.87,1417,0.0096,0.95,False,True,False,False,0.9133
task_00193,safety_guarded_model,Simulated Safety Guarded Model response for extraction in insurance.,0.86,0.96,945,0.00608,0.97,False,True,False,False,0.93
task_00193,finance_domain_model,Simulated Finance Domain Model response for extraction in insurance.,0.88,0.88,819,0.00432,0.95,False,True,False,False,0.9033
task_00193,healthcare_domain_model,Simulated Healthcare Domain Model response for extraction in insurance.,0.98,0.94,861,0.0048,0.96,False,True,False,False,0.96
task_00193,code_specialist_model,Simulated Code Specialist Model response for extraction in insurance.,0.69,0.76,651,0.00352,0.94,False,True,False,False,0.7967
task_00193,cheap_batch_model,Simulated Cheap Batch Model response for extraction in insurance.,0.54,0.7,441,0.000288,0.93,False,False,False,False,0.7233
task_00193,experimental_canary_model,Simulated Experimental Canary Model response for extraction in insurance.,0.92,0.84,756,0.00336,0.9,False,True,False,False,0.8867
task_00193,fallback_model,Simulated Fallback Model response for extraction in insurance.,0.64,0.91,525,0.00144,0.99,False,True,False,False,0.8467
task_00194,fast_small_model,Simulated Fast Small Model response for summarization in cybersecurity.,0.684,0.68,242,0.00063,0.94,False,True,False,False,0.768
task_00194,balanced_general_model,Simulated Balanced General Model response for summarization in cybersecurity.,0.814,0.82,715,0.00288,0.96,False,True,False,False,0.8647
task_00194,accurate_large_model,Simulated Accurate Large Model response for summarization in cybersecurity.,0.924,0.87,1485,0.0108,0.95,False,True,False,False,0.9147
task_00194,safety_guarded_model,Simulated Safety Guarded Model response for summarization in cybersecurity.,0.864,0.96,990,0.00684,0.97,False,True,False,False,0.9313
task_00194,finance_domain_model,Simulated Finance Domain Model response for summarization in cybersecurity.,0.704,0.88,858,0.00486,0.95,False,True,False,False,0.8447
task_00194,healthcare_domain_model,Simulated Healthcare Domain Model response for summarization in cybersecurity.,0.714,0.94,902,0.0054,0.96,False,True,False,False,0.8713
task_00194,code_specialist_model,Simulated Code Specialist Model response for summarization in cybersecurity.,0.874,0.76,682,0.00396,0.94,False,True,False,False,0.858
task_00194,cheap_batch_model,Simulated Cheap Batch Model response for summarization in cybersecurity.,0.544,0.7,462,0.000324,0.93,False,False,False,False,0.7247
task_00194,experimental_canary_model,Simulated Experimental Canary Model response for summarization in cybersecurity.,0.924,0.84,792,0.00378,0.9,False,True,False,False,0.888
task_00194,fallback_model,Simulated Fallback Model response for summarization in cybersecurity.,0.644,0.91,550,0.00162,0.99,False,True,False,False,0.848
task_00195,fast_small_model,Simulated Fast Small Model response for retrieval_qa in retail.,0.636,0.68,252,0.00035,0.94,False,True,False,False,0.752
task_00195,balanced_general_model,Simulated Balanced General Model response for retrieval_qa in retail.,0.766,0.82,747,0.0016,0.96,False,True,False,False,0.8487
task_00195,accurate_large_model,Simulated Accurate Large Model response for retrieval_qa in retail.,0.876,0.87,1552,0.006,0.95,False,True,False,True,0.8987
task_00195,safety_guarded_model,Simulated Safety Guarded Model response for retrieval_qa in retail.,0.816,0.96,1035,0.0038,0.97,False,True,False,False,0.9153
task_00195,finance_domain_model,Simulated Finance Domain Model response for retrieval_qa in retail.,0.656,0.88,896,0.0027,0.95,False,True,False,False,0.8287
task_00195,healthcare_domain_model,Simulated Healthcare Domain Model response for retrieval_qa in retail.,0.666,0.94,942,0.003,0.96,False,True,False,False,0.8553
task_00195,code_specialist_model,Simulated Code Specialist Model response for retrieval_qa in retail.,0.646,0.76,713,0.0022,0.94,False,True,False,False,0.782
task_00195,cheap_batch_model,Simulated Cheap Batch Model response for retrieval_qa in retail.,0.496,0.7,482,0.00018,0.93,False,False,False,False,0.7087
task_00195,experimental_canary_model,Simulated Experimental Canary Model response for retrieval_qa in retail.,0.876,0.84,827,0.0021,0.9,False,True,False,False,0.872
task_00195,fallback_model,Simulated Fallback Model response for retrieval_qa in retail.,0.596,0.91,575,0.0009,0.99,False,True,False,False,0.832
task_00196,fast_small_model,Simulated Fast Small Model response for policy_answering in customer_support.,0.46,0.56,407,0.000588,0.94,False,False,False,False,0.6533
task_00196,balanced_general_model,Simulated Balanced General Model response for policy_answering in customer_support.,0.77,0.82,772,0.002688,0.96,False,True,False,False,0.85
task_00196,accurate_large_model,Simulated Accurate Large Model response for policy_answering in customer_support.,0.88,0.87,1367,0.01008,0.95,False,True,False,False,0.9
task_00196,safety_guarded_model,Simulated Safety Guarded Model response for policy_answering in customer_support.,0.82,0.99,985,0.006384,0.97,False,True,False,False,0.9267
task_00196,finance_domain_model,Simulated Finance Domain Model response for policy_answering in customer_support.,0.66,0.88,883,0.004536,0.95,False,True,False,False,0.83
task_00196,healthcare_domain_model,Simulated Healthcare Domain Model response for policy_answering in customer_support.,0.67,0.98,917,0.00504,0.96,False,True,False,False,0.87
task_00196,code_specialist_model,Simulated Code Specialist Model response for policy_answering in customer_support.,0.65,0.64,747,0.003696,0.94,False,True,False,False,0.7433
task_00196,cheap_batch_model,Simulated Cheap Batch Model response for policy_answering in customer_support.,0.32,0.58,577,0.000302,0.93,False,False,False,False,0.61
task_00196,experimental_canary_model,Simulated Experimental Canary Model response for policy_answering in customer_support.,0.88,0.84,832,0.003528,0.9,False,True,False,False,0.8733
task_00196,fallback_model,Simulated Fallback Model response for policy_answering in customer_support.,0.6,0.91,645,0.001512,0.99,False,True,False,False,0.8333
task_00197,fast_small_model,Simulated Fast Small Model response for fraud_triage in finance.,0.464,0.56,418,0.000686,0.94,False,False,False,False,0.6547
task_00197,balanced_general_model,Simulated Balanced General Model response for fraud_triage in finance.,0.774,0.82,805,0.003136,0.96,False,True,False,False,0.8513
task_00197,accurate_large_model,Simulated Accurate Large Model response for fraud_triage in finance.,0.884,0.87,1435,0.01176,0.95,False,True,False,False,0.9013
task_00197,safety_guarded_model,Simulated Safety Guarded Model response for fraud_triage in finance.,0.824,0.99,1030,0.007448,0.97,False,True,False,False,0.928
task_00197,finance_domain_model,Simulated Finance Domain Model response for fraud_triage in finance.,0.934,0.88,922,0.005292,0.95,False,True,False,False,0.9213
task_00197,healthcare_domain_model,Simulated Healthcare Domain Model response for fraud_triage in finance.,0.674,0.98,958,0.00588,0.96,False,True,False,False,0.8713
task_00197,code_specialist_model,Simulated Code Specialist Model response for fraud_triage in finance.,0.654,0.64,778,0.004312,0.94,False,True,False,False,0.7447
task_00197,cheap_batch_model,Simulated Cheap Batch Model response for fraud_triage in finance.,0.324,0.58,598,0.000353,0.93,False,False,False,False,0.6113
task_00197,experimental_canary_model,Simulated Experimental Canary Model response for fraud_triage in finance.,0.884,0.84,868,0.004116,0.9,False,True,False,False,0.8747
task_00197,fallback_model,Simulated Fallback Model response for fraud_triage in finance.,0.604,0.91,670,0.001764,0.99,False,True,False,False,0.8347
task_00198,fast_small_model,Simulated Fast Small Model response for healthcare_claim_review in healthcare.,0.468,0.56,429,0.000784,0.94,False,False,False,False,0.656
task_00198,balanced_general_model,Simulated Balanced General Model response for healthcare_claim_review in healthcare.,0.778,0.82,837,0.003584,0.96,False,True,False,False,0.8527
task_00198,accurate_large_model,Simulated Accurate Large Model response for healthcare_claim_review in healthcare.,0.888,0.87,1502,0.01344,0.95,False,True,False,False,0.9027
task_00198,safety_guarded_model,Simulated Safety Guarded Model response for healthcare_claim_review in healthcare.,0.828,0.99,1075,0.008512,0.97,True,True,False,False,0.9293
task_00198,finance_domain_model,Simulated Finance Domain Model response for healthcare_claim_review in healthcare.,0.668,0.88,961,0.006048,0.95,False,True,False,False,0.8327
task_00198,healthcare_domain_model,Simulated Healthcare Domain Model response for healthcare_claim_review in healthcare.,0.948,0.98,999,0.00672,0.96,False,True,False,False,0.9627
task_00198,code_specialist_model,Simulated Code Specialist Model response for healthcare_claim_review in healthcare.,0.658,0.64,809,0.004928,0.94,False,True,False,False,0.746
task_00198,cheap_batch_model,Simulated Cheap Batch Model response for healthcare_claim_review in healthcare.,0.328,0.58,619,0.000403,0.93,False,False,False,False,0.6127
task_00198,experimental_canary_model,Simulated Experimental Canary Model response for healthcare_claim_review in healthcare.,0.808,0.84,904,0.004704,0.85,False,True,False,False,0.8327
task_00198,fallback_model,Simulated Fallback Model response for healthcare_claim_review in healthcare.,0.608,0.91,695,0.002016,0.99,False,True,False,False,0.836
task_00199,fast_small_model,Simulated Fast Small Model response for finance_explanation in finance.,0.652,0.68,220,0.00063,0.94,False,True,False,False,0.7573
task_00199,balanced_general_model,Simulated Balanced General Model response for finance_explanation in finance.,0.782,0.82,650,0.00288,0.96,False,True,False,False,0.854
task_00199,accurate_large_model,Simulated Accurate Large Model response for finance_explanation in finance.,0.892,0.87,1350,0.0108,0.95,False,True,False,False,0.904
task_00199,safety_guarded_model,Simulated Safety Guarded Model response for finance_explanation in finance.,0.832,0.96,900,0.00684,0.97,False,True,False,False,0.9207
task_00199,finance_domain_model,Simulated Finance Domain Model response for finance_explanation in finance.,0.942,0.88,780,0.00486,0.95,False,True,False,False,0.924
task_00199,healthcare_domain_model,Simulated Healthcare Domain Model response for finance_explanation in finance.,0.682,0.94,820,0.0054,0.96,False,True,False,False,0.8607
task_00199,code_specialist_model,Simulated Code Specialist Model response for finance_explanation in finance.,0.662,0.76,620,0.00396,0.94,False,True,False,False,0.7873
task_00199,cheap_batch_model,Simulated Cheap Batch Model response for finance_explanation in finance.,0.512,0.7,420,0.000324,0.93,False,False,False,False,0.714
task_00199,experimental_canary_model,Simulated Experimental Canary Model response for finance_explanation in finance.,0.892,0.84,720,0.00378,0.9,False,True,False,False,0.8773
task_00199,fallback_model,Simulated Fallback Model response for finance_explanation in finance.,0.612,0.91,500,0.00162,0.99,False,True,False,False,0.8373
task_00200,fast_small_model,Simulated Fast Small Model response for customer_support_response in finance.,0.656,0.68,231,0.00035,0.94,False,True,False,False,0.7587
task_00200,balanced_general_model,Simulated Balanced General Model response for customer_support_response in finance.,0.786,0.82,682,0.0016,0.96,False,True,False,False,0.8553
task_00200,accurate_large_model,Simulated Accurate Large Model response for customer_support_response in finance.,0.896,0.87,1417,0.006,0.95,False,True,False,True,0.9053
task_00200,safety_guarded_model,Simulated Safety Guarded Model response for customer_support_response in finance.,0.836,0.96,945,0.0038,0.97,False,True,False,True,0.922
task_00200,finance_domain_model,Simulated Finance Domain Model response for customer_support_response in finance.,0.766,0.88,819,0.0027,0.95,False,True,False,True,0.8653
task_00200,healthcare_domain_model,Simulated Healthcare Domain Model response for customer_support_response in finance.,0.686,0.94,861,0.003,0.96,False,True,False,True,0.862
task_00200,code_specialist_model,Simulated Code Specialist Model response for customer_support_response in finance.,0.666,0.76,651,0.0022,0.94,False,True,False,False,0.7887
task_00200,cheap_batch_model,Simulated Cheap Batch Model response for customer_support_response in finance.,0.516,0.7,441,0.00018,0.93,False,False,False,False,0.7153
task_00200,experimental_canary_model,Simulated Experimental Canary Model response for customer_support_response in finance.,0.896,0.84,756,0.0021,0.9,False,True,False,False,0.8787
task_00200,fallback_model,Simulated Fallback Model response for customer_support_response in finance.,0.616,0.91,525,0.0009,0.99,False,True,False,False,0.8387
task_00201,fast_small_model,Simulated Fast Small Model response for code_assistance in software_engineering.,0.66,0.68,242,0.00042,0.94,False,True,False,False,0.76
task_00201,balanced_general_model,Simulated Balanced General Model response for code_assistance in software_engineering.,0.79,0.82,715,0.00192,0.96,False,True,False,False,0.8567
task_00201,accurate_large_model,Simulated Accurate Large Model response for code_assistance in software_engineering.,0.9,0.87,1485,0.0072,0.95,False,True,False,False,0.9067
task_00201,safety_guarded_model,Simulated Safety Guarded Model response for code_assistance in software_engineering.,0.84,0.96,990,0.00456,0.97,False,True,False,False,0.9233
task_00201,finance_domain_model,Simulated Finance Domain Model response for code_assistance in software_engineering.,0.68,0.88,858,0.00324,0.95,False,True,False,False,0.8367
task_00201,healthcare_domain_model,Simulated Healthcare Domain Model response for code_assistance in software_engineering.,0.69,0.94,902,0.0036,0.96,False,True,False,False,0.8633
task_00201,code_specialist_model,Simulated Code Specialist Model response for code_assistance in software_engineering.,0.99,0.76,682,0.00264,0.94,False,True,False,False,0.8967
task_00201,cheap_batch_model,Simulated Cheap Batch Model response for code_assistance in software_engineering.,0.52,0.7,462,0.000216,0.93,False,False,False,False,0.7167
task_00201,experimental_canary_model,Simulated Experimental Canary Model response for code_assistance in software_engineering.,0.9,0.84,792,0.00252,0.9,False,True,False,False,0.88
task_00201,fallback_model,Simulated Fallback Model response for code_assistance in software_engineering.,0.62,0.91,550,0.00108,0.99,False,True,False,False,0.84
task_00202,fast_small_model,Simulated Fast Small Model response for safety_sensitive_answer in healthcare.,0.484,0.56,473,0.000686,0.94,False,False,False,False,0.6613
task_00202,balanced_general_model,Simulated Balanced General Model response for safety_sensitive_answer in healthcare.,0.794,0.82,967,0.003136,0.96,False,True,False,False,0.858
task_00202,accurate_large_model,Simulated Accurate Large Model response for safety_sensitive_answer in healthcare.,0.904,0.87,1772,0.01176,0.95,False,True,False,False,0.908
